Page,Title,URL,Report Link,Total Violations,Total Passes,Critical,Serious,Moderate,Minor,Severity Score
75,Crochet Basics | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/crochet-basics,./reports/75.html,3,41,0,1,2,0,7
76,Open Studio - North Huntsville Makerspace Studio | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/open-studio-north-huntsville-makerspace-studio,./reports/76.html,3,41,0,1,2,0,7
77,North Makerspace Studio | HMCPL Intercept,https://events.hmcpl.org/index.php/location/north-huntsville-public-library/north-makerspace-studio,./reports/77.html,0,39,0,0,0,0,0
78,STEAM Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/steam-club,./reports/78.html,3,41,0,1,2,0,7
79,Kids Create It Corner | HMCPL Intercept,https://events.hmcpl.org/index.php/location/south-huntsville-library/kids-create-it-corner,./reports/79.html,0,39,0,0,0,0,0
8,"Ready, Set, Kindergarten | HMCPL Intercept",https://events.hmcpl.org/event/2026-03-23/ready-set-kindergarten,./reports/8.html,3,41,0,1,2,0,7
80,The Lego Hour | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/lego-hour,./reports/80.html,3,42,0,1,2,0,7
81,Teen Takeover | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/teen-takeover,./reports/81.html,3,41,0,1,2,0,7
82,Young Adult Room | HMCPL Intercept,https://events.hmcpl.org/index.php/location/madison-public-library/young-adult-room,./reports/82.html,0,39,0,0,0,0,0
83,Huntsville Chess Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/huntsville-chess-club,./reports/83.html,3,42,0,1,2,0,7
84,March Madness: What About Bob? | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/march-madness-what-about-bob,./reports/84.html,3,42,0,1,2,0,7
85,Second Floor Meeting Room | HMCPL Intercept,https://events.hmcpl.org/index.php/location/downtown-huntsville-library/second-floor-meeting-room,./reports/85.html,0,39,0,0,0,0,0
86,It's All a Mystery Book Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/its-all-mystery-book-club,./reports/86.html,6,41,0,1,5,0,13
87,Adult Craft Night: DIY Wooden Bunnies | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/adult-craft-night-diy-wooden-bunnies,./reports/87.html,3,42,0,1,2,0,7
88,High Octane Book Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/high-octane-book-club,./reports/88.html,3,42,0,1,2,0,7
89,Auditorium 2 | HMCPL Intercept,https://events.hmcpl.org/index.php/location/madison-public-library/auditorium-2,./reports/89.html,1,40,0,0,1,0,2
9,Breastfeeding Support Group | HMCPL Intercept,https://events.hmcpl.org/event/2026-03-23/breastfeeding-support-group,./reports/9.html,3,41,0,1,2,0,7
90,Next Chapter Book Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-24/next-chapter-book-club,./reports/90.html,3,41,0,1,2,0,7
91,Mother Goose Storytime (0-3 years) | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/mother-goose-storytime-0-3-years,./reports/91.html,3,41,0,1,2,0,7
92,Baby Lapsit | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/baby-lapsit,./reports/92.html,3,41,0,1,2,0,7
93,Cricut 101 - Easter Tags | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/cricut-101-easter-tags,./reports/93.html,3,41,0,1,2,0,7
94,Spring Cleaning: Your Info Diet | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/spring-cleaning-your-info-diet,./reports/94.html,3,42,0,1,2,0,7
95,Library for All: Interactive Program for Adults with Disabilities | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/library-all-interactive-program-adults-disabilities,./reports/95.html,3,41,0,1,2,0,7
96,Music Mavens Storytime | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/music-mavens-storytime,./reports/96.html,3,41,0,1,2,0,7
97,Preschool Storytime | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/preschool-storytime,./reports/97.html,3,41,0,1,2,0,7
98,Virtual Librarian Book Club | HMCPL Intercept,https://events.hmcpl.org/index.php/event/2026-03-25/virtual-librarian-book-club,./reports/98.html,3,41,0,1,2,0,7
99,Virtual | HMCPL Intercept,https://events.hmcpl.org/index.php/location/downtown-huntsville-library/virtual,./reports/99.html,0,39,0,0,0,0,0
