Source Page,Link,Status,Link Text
"https://events.hmcpl.org/index.php/event/2026-03-27/mahjong-advanced-siamese-style","https://twitter.com/intent/tweet?text=Mahjong:%20Advanced%20Siamese%20Style&url=https://events.hmcpl.org/index.php/event/2026-03-27/mahjong-advanced-siamese-style",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-27/native-american-history-north-alabama","https://twitter.com/intent/tweet?text=Native%20American%20History%20of%20North%20Alabama&url=https://events.hmcpl.org/index.php/event/2026-03-27/native-american-history-north-alabama",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-27/canceled-american-mah-jongg","https://twitter.com/intent/tweet?text=Canceled:%20American%20Mah%20Jongg&url=https://events.hmcpl.org/index.php/event/2026-03-27/canceled-american-mah-jongg",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-27/open-studio-north-huntsville-makerspace-studio","https://twitter.com/intent/tweet?text=Open%20Studio%20-%20North%20Huntsville%20Makerspace%20Studio&url=https://events.hmcpl.org/index.php/event/2026-03-27/open-studio-north-huntsville-makerspace-studio",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-27/art-without-rules","https://twitter.com/intent/tweet?text=Art%20Without%20Rules&url=https://events.hmcpl.org/index.php/event/2026-03-27/art-without-rules",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/madison-friends-library-treasures-and-25c-book-sale","https://twitter.com/intent/tweet?text=Madison%20Friends%20of%20the%20Library%20Treasures%20and%2025%C2%A2%20Book%20Sale&url=https://events.hmcpl.org/index.php/event/2026-03-28/madison-friends-library-treasures-and-25c-book-sale",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/south-huntsville-public-library-craft-swap-creative-commons","https://twitter.com/intent/tweet?text=South%20Huntsville%20Public%20Library%20Craft%20Swap%20in%20the%20Creative%20Commons&url=https://events.hmcpl.org/index.php/event/2026-03-28/south-huntsville-public-library-craft-swap-creative-commons",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/sewing-visible-mending","https://twitter.com/intent/tweet?text=Sewing:%20Visible%20Mending&url=https://events.hmcpl.org/index.php/event/2026-03-28/sewing-visible-mending",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/friends-library-easter-egg-hunt","https://twitter.com/intent/tweet?text=Friends%20of%20the%20Library%20Easter%20Egg%20Hunt&url=https://events.hmcpl.org/index.php/event/2026-03-28/friends-library-easter-egg-hunt",403,"Share on Twitter"
"https://events.hmcpl.org/event/2026-03-28/saturday-sillies-craft","https://twitter.com/intent/tweet?text=Saturday%20Sillies%20Craft&url=https://events.hmcpl.org/event/2026-03-28/saturday-sillies-craft",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/sip-and-stitch","https://twitter.com/intent/tweet?text=Sip%20and%20Stitch&url=https://events.hmcpl.org/index.php/event/2026-03-28/sip-and-stitch",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-28/cherry-blossom-tree-painting-canvas","https://twitter.com/intent/tweet?text=Cherry%20Blossom%20Tree%20Painting%20on%20Canvas&url=https://events.hmcpl.org/index.php/event/2026-03-28/cherry-blossom-tree-painting-canvas",403,"Share on Twitter"
"https://events.hmcpl.org/event/2026-03-28/board-game-builders","https://twitter.com/intent/tweet?text=Board%20Game%20Builders&url=https://events.hmcpl.org/event/2026-03-28/board-game-builders",403,"Share on Twitter"
"https://events.hmcpl.org/event/2026-03-29/mccl-sunday-adult-chess-club","https://twitter.com/intent/tweet?text=MCCL%20Sunday%20Adult%20Chess%20Club&url=https://events.hmcpl.org/event/2026-03-29/mccl-sunday-adult-chess-club",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/baby-lapsit","https://twitter.com/intent/tweet?text=Baby%20Lapsit&url=https://events.hmcpl.org/index.php/event/2026-03-30/baby-lapsit",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/first-steps-storytime","https://twitter.com/intent/tweet?text=First%20Steps%20Storytime&url=https://events.hmcpl.org/index.php/event/2026-03-30/first-steps-storytime",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/homeschool-artist-education","https://twitter.com/intent/tweet?text=Homeschool%20Art(ist)%20Education&url=https://events.hmcpl.org/index.php/event/2026-03-30/homeschool-artist-education",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/ready-set-kindergarten","https://twitter.com/intent/tweet?text=Ready,%20Set,%20Kindergarten&url=https://events.hmcpl.org/index.php/event/2026-03-30/ready-set-kindergarten",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/breastfeeding-support-group","https://twitter.com/intent/tweet?text=Breastfeeding%20Support%20Group&url=https://events.hmcpl.org/index.php/event/2026-03-30/breastfeeding-support-group",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/jigsaw-puzzle-club","https://twitter.com/intent/tweet?text=Jigsaw%20Puzzle%20Club&url=https://events.hmcpl.org/index.php/event/2026-03-30/jigsaw-puzzle-club",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/american-mah-jongg","https://twitter.com/intent/tweet?text=American%20Mah%20Jongg&url=https://events.hmcpl.org/index.php/event/2026-03-30/american-mah-jongg",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/tech-help","https://twitter.com/intent/tweet?text=Tech%20Help&url=https://events.hmcpl.org/index.php/event/2026-03-30/tech-help",403,"Share on Twitter"
"https://events.hmcpl.org/index.php/event/2026-03-30/homeschool-artist-education-0","https://twitter.com/intent/tweet?text=Homeschool%20Art(ist)%20Education&url=https://events.hmcpl.org/index.php/event/2026-03-30/homeschool-artist-education-0",403,"Share on Twitter"
"https://events.hmcpl.org/event/2026-03-23/canceled-english-conversation-club-session-4","https://twitter.com/intent/tweet?text=CANCELED:%20English%20Conversation%20Club:%20Session%204&url=https://events.hmcpl.org/event/2026-03-23/canceled-english-conversation-club-session-4",403,"Share on Twitter"
